"text","text_en","cmp_code","eu_code"
"We will consider setting further targets for renewables, with particular focus on offshore wind, solar and biomass technologies, supported by a £100 million fund.",NA,"501",NA
"It will back up the Climate Change Levy, which includes agreements to improve efficiency in energy-intensive sectors, and the new Carbon Trust, which will recycle £100 million to accelerate the take-up of cost-effective, low-carbon technologies.",NA,"501",NA
"We will support research into clean coal technology and investigate its commercial possibilities.",NA,"501",NA
"We will double the expenditure on energy efficiency.",NA,"501",NA
"Fuel poverty blights lives: our aim is that by 2010 no vulnerable household in the UK need risk ill-health due to a cold home.",NA,"503",NA
"BNFL is an important employer and major exporter.",NA,"000",NA
"The government insists it maintains the highest health, safety and environmental standards.",NA,"405",NA
"We are examining the scope for turning the company into a public-private partnership.",NA,"405",NA
"4. Europe and the wider world.",NA,NA,NA
"Labour will be engaged and influential, fighting for the British national interest, as we set out in ‘Britain strong in the world’.",NA,"109",NA
"We will support British Trade International, which gives business direct access to UK posts abroad, and maintain the UK’s position as the location of choice within Europe for multinational business.",NA,"109",NA
"Labour’s position on the single currency was set out by the Chancellor in October 1997 and reiterated by the Prime Minister in February 1999.",NA,"108",NA
"We have made it clear that, provided the economic conditions are met, membership of a successful Euro would bring benefits to Britain in terms of jobs, investment and trade.",NA,"108",NA
"So, in principle, we are in favour of joining a successful single currency.",NA,"108",NA
"But, in practice, the five economic tests we have set out must be met before the government would recommend entry to the single currency.",NA,"108",NA
"An assessment of the tests will be carried out early in the next Parliament.",NA,"108",NA
"If the government and Parliament recommend entry, the British people will have the final say in a referendum.",NA,"202",NA
"So the choice is between a Conservative Party which will deny the people of Britain the chance to join, even if it is in our national interest to do so – and the Labour Party which says that, if it is in our national economic interest, the decision should be made by the British people in a referendum.",NA,"305",NA
"No one left behind – Helping everyone become better off",NA,NA,NA
"Britain is better off than in 1997 – but our ambition is to widen the winners’ circle so more people share in the benefits of economic growth.",NA,"305",NA
"In ‘A modern welfare state’ we set out the route to full employment.",NA,"408",NA
"Fair and flexible work.",NA,NA,NA
"We are proud of our commitment to combine a dynamic economy with fair standards in the workplace.",NA,"408",NA
"Labour has put right historic wrongs.",NA,"305",NA
"Every employee now has the right to four weeks’ paid holiday; trade unions have the right to recognition where a majority of the workforce want it; part-time workers have proper rights.",NA,"405",NA
"Our objective has been to promote fairness consistent with the competitive position of British business.",NA,"405",NA
"That will continue to be our position.",NA,"405",NA
"We have reformed the labour market to build a durable and fair basis for constructive employee relations.",NA,"405",NA
"As we learn from the reforms, we will keep their effectiveness under review.",NA,"405",NA
"We want to strengthen partnership at work, which can foster employee commitment and help at a time of industrial change.",NA,"405",NA
"We have established the Partnership Fund and want to expand it.",NA,"405",NA
"Information and consultation need to be appropriate to national traditions, with timely discussion of problems.",NA,"405",NA
"When large-scale redundancies are being considered, there is an especially strong case for consultation.",NA,"405",NA
"The government is reviewing the effectiveness of the UK’s current arrangements for information and consultation – works councils in larger firms operating across Europe as well as consultation on large-scale redundancies.",NA,"405",NA
"We will implement the findings of our review in this area.",NA,"405",NA
"We support conciliation in the workplace to avoid resort to litigation.",NA,"405",NA
"We will examine reforms that promote efficiency and fairness.",NA,"405",NA
"Women still suffer an 18 per cent pay gap compared to men.",NA,"706",NA
"We are committed to tackling the causes of this inequality.",NA,"706",NA
"We will work with employers and employees to develop effective proposals, building on good practice and the sound business case, in both the private and public sectors.",NA,"405",NA
"We will develop career services for all.",NA,"504",NA
"We aim for a ten per cent cut in death and major injuries at work by 2010 and will clarify responsibility, improve enforcement and toughen penalties for offences.",NA,"504",NA
"We are also committed to working with managers and employees to reduce the problems of bullying and violence in the workplace.",NA,"405",NA
"As a major employer, our ambition is to improve the quality of work for our employees – helping recruitment and retention.",NA,"303",NA
"Prosperity for every region.",NA,NA,NA
"Regions.",NA,NA,NA
"Balanced and sustainable growth depends on every region developing its capacity to the full.",NA,"000",NA
"Sitting back and leaving regional problems to the market is not acceptable.",NA,"301",NA
"The causes of disparities within and between regions must be addressed.",NA,"301",NA
"The new regional economic policy must be based on boosting regional capacity for innovation, enterprise and skill development, modernising regional infrastructure and improving university/industry links.",NA,"411",NA
"This is why Regional Development Agencies (RDAs) have been set up and why they now have extra money and new freedoms.",NA,"301",NA
"We will work in partnership with local people to ensure that all regions and communities build on their own strengths.",NA,"301",NA
"Our task is to anticipate change, handle restructuring and enable businesses to move into high-skill, high value-added product markets.",NA,"411",NA
"Labour’s Job Transition Service will provide an intensive and personalised response to large-scale redundancies, helping people secure work or acquire new skills.",NA,"411",NA
"The JTS will focus its work on new Employment Action Plans drawn up by local economic partners.",NA,"411",NA
"Our commitment is to use the £1.2 billion rising to £1.7 billion a year now pledged to RDAs to promote business start-ups, strengthen links between business and universities, for example through university innovation centres and the establishment of a Centre for Manufacturing Excellence in every region to help firms develop.",NA,"411",NA
"They will develop venture capital funds to boost wealth-creating capacity.",NA,"408",NA
"The Conservatives are so obsessed with the market and so out of touch with what goes on beyond Westminster that they even want to scrap RDAs – and with them the vital jobs, inward investment and prosperity that they bring.",NA,"305",NA
"Urban renewal.",NA,NA,NA
"Eighty per cent of people live in urban and inner-city Britain.",NA,"000",NA
"We are ambitious for Britain’s urban areas: we want to make them better places to live and better places to set up a business.",NA,"408",NA
"The New Deal for Communities, worth £1.9 billion over three years, and the £900 million Neighbourhood Renewal Fund (see ‘A modern welfare state’), as well as our reforms to local governance (see ‘Strong and safe communities’) will drive forward progress.",NA,"408",NA
"Labour offers £1 billion of tax cuts over the next five years to increase capital investment in urban areas, for new businesses and for new housing.",NA,"402",NA
"Labour will reform the planning system to speed up decision-making, promote the most efficient use of land, and strike the right balance of environmental protection, safer communities and economic growth.",NA,"501",NA
"We have put urban renewal at the heart of the planning system and set a target of 60 per cent of new house building to be on brownfield land or provided through the conversion of existing buildings.",NA,"501",NA
"Two Millennium Villages have set high standards in design.",NA,"000",NA
"We will designate more in other parts of the country and continue to raise standards of urban design, with a quality mark to tackle cowboy builders.",NA,"605",NA
"Housing.",NA,NA,NA
"Lower interest rates enable more people to own their own homes.",NA,"000",NA
"Labour will make it easier for people buying and selling homes through a new sellers’ pack, through grants for low-income homeowners, and help for key workers in high-cost areas.",NA,"504",NA
"We will honour our commitment to tackle homelessness.",NA,"504",NA
"We will continue to promote housing choice, with reforms to leasehold and commonhold law, a licensing scheme for houses in multiple occupation, and new powers for council tenants.",NA,"504",NA
"We will develop a modern basis for land registration to make conveyancing faster and cheaper.",NA,"504",NA
"We will also examine the ways in which tenants can be helped to gain an equity stake in the value of their home.",NA,"504",NA
"Labour is committed to reducing by one third the backlog of sub-standard housing by 2004, with all social housing brought up to a decent standard by 2010.",NA,"504",NA
"We will seek to reduce the use of costly bed-and-breakfast accommodation.",NA,"504",NA
"We propose additional investment of £1.8 billion over the next three years.",NA,"504",NA
"Some local authorities will continue to provide high-quality council housing.",NA,"504",NA
"We are supporting the transfer of 200,000 dwellings per year, where tenants agree, to social landlords like housing associations, and new arms-length council housing companies.",NA,"504",NA
"We will also help 10,000 key workers buy their own homes in high-cost areas to tackle recruitment problems.",NA,"504",NA
"Rural Britain.",NA,NA,NA
"The recent outbreak of foot and mouth disease has caused strain and distress in rural areas.",NA,"000",NA
"Labour’s priorities have been clear: to eradicate the disease as quickly and effectively as possible, to compensate those directly affected, and to protect the wider economy.",NA,"703",NA
"As the number of new cases falls significantly, and the clean-up of infected areas gathers pace, we are committed to help the most affected regions with a recovery plan including advice on sustainable restocking, organic conversion, and early retirement and outgoer schemes.",NA,"703",NA
"We will conduct a scientific review of how to prevent animal disease outbreaks from occurring in the future, and will introduce tough rules to back this up.",NA,"703",NA
"But we must also learn some of the wider lessons.",NA,"703",NA
"Agriculture and fishing.",NA,NA,NA
"Since the Second World War the economy of rural areas has undergone massive change.",NA,"703",NA
"About two per cent of the national workforce are now employed in agriculture.",NA,"703",NA
"But the industry is particularly important because of the links with food production, our landscape and our environment.",NA,"703",NA
"Labour’s aim is to promote economic renewal with a sustainable future for farming, strengthened communities and sustainable land use.",NA,"703",NA
"Short-term pressures need to be met.",NA,"703",NA
"Since the early 1990s, sectors of farming have been hard hit by BSE, the weakness of the Euro and falling world commodity prices.",NA,"703",NA
"Labour has provided £1.35 billion in short-term relief for farmers, including aid for diversification, farm business advice, better marketing, small slaughterhouses and restructuring of the industry.",NA,"703",NA
"We have minimised many regulatory burdens and improved the way food safety, environmental and animal health regulations are implemented.",NA,"703",NA
"But British agriculture will only thrive in the longer term through a further, radical reorientation of the Common Agricultural Policy (CAP), away from distorting Europe-wide production subsidies towards more national responsibility for domestic farming, environmental and rural development priorities.",NA,"703",NA
"CAP reform is now more possible; Labour’s engagement with the EU gives us the best chance of making it happen.",NA,"703",NA
"We have begun the process of change with our farming strategy and our seven-year, £3 billion Rural Development Plans for England, Scotland, Wales and Northern Ireland.",NA,"703",NA
"Labour will expand this programme so farming can become more diverse and responsive to consumers, and produce in a way that sustains and improves the environment.",NA,"501",NA
"We have already increased payments for organic conversion from £0.5 million to £18 million, and will increase them further.",NA,"501",NA
"We have set up an independent, open and consumer-focused Food Standards Agency to ensure that all food meets the highest standards.",NA,"703",NA
"We will argue for the extension of food labelling, to give consumers more choice.",NA,"703",NA
"Genetically modified (GM) foods and crops have caused concern despite stringent safety checks.",NA,"501",NA
"There should be high standards of safety – regulation must be strict, to protect the environment and promote public health and consumer choice – but we must use science to establish the facts, the opportunities and the risks before taking final decisions in an open way.",NA,"501",NA
"It is also important to reform the Common Fisheries Policy to preserve fish stocks for the future.",NA,"703",NA
"In the short term, Labour is providing more than £60 million in structural funds over the next three years to help the industry, including a new decommissioning scheme while also tackling the problem of ‘quota-hoppers’.",NA,"703",NA
"Economic renewal.",NA,NA,NA
"The economic hub of a rural area is often a thriving market town.",NA,"000",NA
"That is why Labour is committing an extra £100 million of public and private funding over the next three years for the renewal of market towns.",NA,"411",NA
"RDAs will be charged with renewal of rural as well as urban areas.",NA,"411",NA
"We will support village life with rate relief for pubs, garages and shops, as well as farmers who diversify part of their activity into other enterprises.",NA,"402",NA
"Tourism is a vital, growing industry for Britain, with 1.8 million employees, and links to the museums, arts and heritage that people want to enjoy.",NA,"502",NA
"Quality is our platform – which is why we now have a unified grading scheme for hotels and guest houses in England, and new training and New Deal opportunities.",NA,"502",NA
"We will support well-targeted promotion, regional programmes linked to RDAs, and high-quality information via the internet.",NA,"502",NA
"Traditional tourist resorts face special problems, so we have extended the assisted area map to include many seaside resorts and have negotiated an extension to the European Union regeneration funding so that seaside towns throughout the country can start rebuilding their economy.",NA,"502",NA
"Rural life.",NA,NA,NA
"Labour is pledged to a rural services standard to set out specifically what rural people can expect from 21 public service providers – with annual auditing and commitments to service improvement.",NA,"504",NA
"The rural school closure programme has been ended;",NA,"506",NA
"3,000 new, affordable homes a year are on the way;",NA,"504",NA
"a £30 million police programme will help cut rural crime;",NA,"605",NA
"£239 million over three years has been set aside for rural transport services;",NA,"411",NA
"and the Post Office is now obliged to prevent closure of rural post offices except in unavoidable circumstances, with £270 million to help achieve this and recruit sub-postmasters.",NA,"504",NA
"Labour is determined to protect Britain’s landscapes and wildlife.",NA,"501",NA
"Planning, transport and energy policy all make a difference.",NA,"411",NA
"We have also designated the first new national parks since 1948 and brought consensus to a large increase in access to open countryside.",NA,"501",NA
"We will press ahead with an £8 billion programme for water companies to clean up rivers and minimise damage from waste.",NA,"501",NA
"The dangers of coastal and inland flooding are now widely appreciated, and we are committed to investment in preventative solutions, including more sensitive use of agricultural land.",NA,"501",NA
"We have increased the number of protected nature sites.",NA,"501",NA
"We have also initiated important steps to improve animal welfare in Britain, and argued successfully for higher welfare standards for battery hens and pigs across the EU.",NA,"501",NA
"Leadership for the future.",NA,NA,NA
"Labour is committed to support our countryside and the people who live and work in it.",NA,"703",NA
"We are committed to create a new department to lead renewal in rural areas – a Department for Rural Affairs.",NA,"703",NA
"Independent and wide-ranging views are essential to the development of strategic and long-term policy.",NA,"000",NA
"We will set up an independent commission to advise on how we create a sustainable, competitive and diverse farming and food sector within a thriving rural economy which advances environmental, health and animal welfare goals.",NA,"703",NA
"Coalfield communities.",NA,NA,NA
"Labour is committed to a ring-fenced £400 million package of help for Britain’s ex-mining communities.",NA,"504",NA
"This will support local regeneration, including support for new businesses.",NA,"504",NA
"We will ensure that compensation due is paid quickly.",NA,"504",NA
"We will also honour our commitment to ex-miners suffering industrial diseases.",NA,"504",NA
"We have set aside £4 billion to compensate those men who suffered from lung disease and vibration white finger after working in Britain’s mining industry and the widows who nursed them.",NA,"504",NA
"Britain led the first industrial revolution.",NA,"000",NA
"Other countries got ahead in the second industrial revolution.",NA,"000",NA
"Now our ambition is for Britain to succeed in the third industrial revolution – enhancing knowledge, speeding up communication and developing the talents of all the British people.",NA,"305",NA
"How Labour makes you better off:",NA,NA,NA
"by saving money on your mortgage, through economic stability and low interest rates",NA,"402",NA
"by targeted tax cuts for families and pensioners",NA,"402",NA
"by improving living standards through action to tackle Britain’s productivity gap",NA,"503",NA
"by extending jobs and opportunity to every part of Britain, through regional support and a revitalised infrastructure",NA,"503",NA
"by offering a minimum wage of £4.20 and an Employment Tax Credit",NA,"402",NA
"2. World-class public services",NA,NA,NA
"Our ten-year goals:",NA,NA,NA
"- 50 per cent of young people entering higher education, as we raise standards in secondary schools.",NA,"506",NA
"- Maximum waiting time of three months for any stage of treatment, as we become a healthier nation with fast, high-quality treatment free at the point of use.",NA,"504",NA
"Our next steps:",NA,NA,NA
"- Every secondary school with a distinct ethos, mission and centre of excellence",NA,"506",NA
"- Recruit an extra 10,000 teachers",NA,"506",NA
"- More power to frontline staff with budgets for ward sisters and consultants and 75 per cent of NHS spending controlled by Primary Care Trusts.",NA,"504",NA
"- More health service workers – 20,000 more nurses, and at least 10,000 more GPs and consultants",NA,"504",NA
"- Free access to national museums and galleries",NA,"502",NA
"The whole country depends on high-quality public services.",NA,"000",NA
"We have a ten-year vision for Britain’s public services: record improvement to match record investment, so they deliver high standards to all the people, all the time, wherever they live.",NA,"504",NA
"Since 1997 there has been investment with reform.",NA,"504",NA
"Thanks to committed public servants, we have shown that rapid progress is possible and have begun to break the fatalism that says public services are always second class.",NA,"504",NA
"Now is the time to move forward.",NA,"504",NA
"Economic stability makes more investment possible.",NA,"504",NA
"Labour will put education and healthcare first.",NA,"504",NA
"We promise reform to match.",NA,"504",NA
"We will decentralise power within a clear framework of national standards to increase the quality and diversity of public services and meet the challenge of rising expectations.",NA,"301",NA
"In education, we offer step-change in secondary schools to match the vast improvements in primary schools already achieved.",NA,"506",NA
"Every school will have a clear mission, with more teachers, new types of school, new opportunities for children and education tailored to fufil their potential.",NA,"506",NA
"By 2010, we want a majority of Britain’s young people entering higher education.",NA,"506",NA
"In health, we will recruit 20,000 extra nurses and at least 10,000 extra doctors.",NA,"504",NA
"Our ten-year goal is a healthier nation, with fast, high-quality treatment meeting rising expectations and demographic and technological challenges.",NA,"504",NA
"Doctors and nurses will be in the driving seat of reform.",NA,"504",NA
"The job of government is also about ensuring that the enjoyment, excitement and inspiration of arts and sport come alive for everyone.",NA,"502",NA
"In all our public services, the key is to devolve and decentralise power to give freedom to frontline staff who perform well, and to change things where there are problems.",NA,"301",NA
"Services need to be highly responsive to the demands of users.",NA,"705",NA
"Where the quality is not improving quickly enough, alternative providers should be brought in.",NA,"504",NA
"Where private-sector providers can support public endeavour, we should use them.",NA,"504",NA
"A ‘spirit of enterprise’ should apply as much to public service as to business.",NA,"401",NA
"Labour’s ambition for public services is simple: we want excellent services for all.",NA,"504",NA
"Our challenge is to reverse decades of denigration and underinvestment.",NA,"504",NA
"The citizen – the patient, the pupil, their needs and aspirations – must be central.",NA,"706",NA
"We will work with frontline staff to deliver a revival of our public services that is every bit as profound as the changes to the private sector in the 1980s.",NA,"504",NA
"In our first term, national action was vital – to tackle crises of funding and quality.",NA,"305",NA
"Government must take national responsibility for investment and for setting a clear national framework.",NA,"305",NA
"Now we need to move on, empowering frontline staff.",NA,"301",NA
"Each service needs the right structure and incentives at local level – decentralisation of power with strong incentives for high performance.",NA,"301",NA
"Frontline staff are advocates for citizens, and ambassadors for their services.",NA,"301",NA
"Motivated by an ethos of service, they must be supported to carry through change.",NA,"301",NA
"Education – Labour’s number one priority",NA,NA,NA
"Education remains Labour’s top priority.",NA,"506",NA
"Excellence for the many, not just the few is our driving passion.",NA,"506",NA
"Our goal is to develop education to harness the individual talents of every pupil.",NA,"506",NA
"Since 1997 rising standards have been achieved through major new investment and significant reforms: 17,000 schools have had vital repairs or refurbishment; 20,000 schools are now connected to the internet; there are nearly half a million fewer primary pupils in classes of more than 30; over 150,000 teachers are set to receive a £2,000 pay rise above the usual annual increase; every school is getting additional grants of up to £110,000 paid direct; and there are 11,000 more teachers and over 44,000 more support staff and classroom assistants.",NA,"506",NA
"Our partnership with teachers has achieved what OfSTED calls a ‘transformation’ in primary school standards, thanks to smaller infant class sizes and major reform in the teaching of literacy and numeracy skills.",NA,"506",NA
"Our task now is to achieve a similar transformation in secondary education, liberating the particular talent of every child.",NA,"506",NA
"Our pledge to parents is clear: children should be on track to achieve their best, or receiving extra expert help to catch up.",NA,"506",NA
"Investment.",NA,NA,NA
"Money alone cannot guarantee a good education, but extra investment is indispensable to achieving our ambitions.",NA,"506",NA
"We pledge a further step-change in investment in return for a further step-change in standards.",NA,"506",NA
"In 1997 Labour promised to increase the share of national income devoted to education.",NA,"506",NA
"Over this Parliament, we have increased it from 4.7 per cent to 5 per cent – £540 extra per pupil in real terms – and we are pledged to raise it to 5.3 per cent by 2003-04.",NA,"506",NA
"Investment in buildings and equipment has trebled.",NA,"506",NA
"During the next Parliament, we will again increase the share of national income for education.",NA,"506",NA
"Under-fives.",NA,NA,NA
"The early years of a child’s life are vital.",NA,"000",NA
"That is why we are doubling investment in early years education.",NA,"506",NA
"There is now a free nursery place available for every four-year-old.",NA,"706",NA
"Our new Foundation Stage provides a distinct phase of learning appropriate for the early years.",NA,"506",NA
"By 2004 every three-year-old will be entitled to a free nursery place in the private, voluntary or statutory sector.",NA,"706",NA
"OfSTED will help drive up standards.",NA,"506",NA
"Children with special educational needs will have those needs identified earlier.",NA,"705",NA
"We will continue to provide services which integrate early years education with childcare.",NA,"506",NA
"By 2004 we will have 100 Early Excellence Centres as beacons of good practice providing care and education for children from 0-5; we will set up 500 Sure Start Centres in disadvantaged areas to support children’s early development; and we will provide an extra 100,000 places offering wraparound care linked to early education.",NA,"504",NA
"Primary schools.",NA,NA,NA
"Primary school teachers have achieved excellent results.",NA,"000",NA
"In 1997 barely half of 11-yearolds were up to standard in English and maths tests.",NA,"000",NA
"The figures are now 75 per cent and 72 per cent respectively, well on the way to meeting our targets of 80 per cent in English and 75 per cent in maths by 2002.",NA,"000",NA
"The lowest-scoring Local Education Authorities (LEAs) are now achieving better results than the national average in 1996.",NA,"000",NA
"But Labour will not be satisfied until every child leaves primary school with the basic skills they need.",NA,"305",NA
"We are setting targets for an 85 per cent success rate for 11-year-olds in English and maths, and will provide further intensive support for teachers to meet them.",NA,"506",NA
"Primary education without the basics is a betrayal; but every parent rightly wants far more.",NA,"506",NA
"We will provide primary pupils with wider opportunities to learn sports, musical instruments and a foreign language.",NA,"506",NA
"Secondary schools.",NA,NA,NA
"Transforming secondary education is the critical challenge of the next decade.",NA,"506",NA
"We reject a return to the 11-plus.",NA,"506",NA
"The principles of inclusion and equality of opportunity remain central to our commitment to liberate the potential of every child.",NA,"506",NA
"But, on their own, they are not enough to guarantee high standards.",NA,"506",NA
"Standards have risen in the past four years, particularly among pupils in less advantaged areas.",NA,"506",NA
"Strong school leadership and better teaching have turned around 700 failing schools.",NA,"506",NA
"But the challenge ahead is immense.",NA,"506",NA
"Too many pupils fall back and become disillusioned in the first two years of secondary school.",NA,"506",NA
"Just half of 16-year-olds currently gain good school-leaving qualifications, and levels of drop-out remain too high.",NA,"506",NA
"The dramatic advances at primary level mean pupils will increasingly arrive at secondary school demanding the best.",NA,"506",NA
"We will radically modernise comprehensive schools.",NA,"506",NA
"In future every school must have:",NA,NA,NA
"The right leadership.",NA,NA,NA
"Headteachers must have the freedom and resources necessary to run their schools effectively.",NA,"704",NA
"We have improved pay and training for headteachers and delegated more funding to schools.",NA,"704",NA
"Where they demonstrate success, we will further extend their freedom to manage their schools effectively.",NA,"704",NA
"We will reduce the regulatory burden on all schools.",NA,"506",NA
"High standards in the core curriculum",NA,NA,NA
"We will modernise the secondary curriculum to promote higher standards and better progression from school and college to university or work-based training.",NA,"506",NA
"All pupils should reach the age of 14 fully competent in a broad range of subjects.",NA,"506",NA
"Effective teaching is the key.",NA,"506",NA
"We will develop the literacy and numeracy strategies in secondary schools with the right balance of targets and flexibility, particularly for pupils not up to standard in the basics.",NA,"506",NA
"We will set demanding targets for high achievement by the large majority of 14-year-old pupils in English, maths, science and IT tests – the passport to future success.",NA,"506",NA
"We will promote more effective pathways beyond 14, including high-quality vocational routes that build on the new vocational GCSEs and A-levels.",NA,"506",NA
"We will ensure there is an apprenticeship place for every young person who reaches the required standard.",NA,"411",NA
"A mission to achieve.",NA,NA,NA
"We want every secondary school to develop a distinct ethos, mission and centre of excellence.",NA,"506",NA
"Specialist schools offer the full national curriculum to the whole ability range while developing a centre of excellence – and their rates of improvement outstrip the national average.",NA,"506",NA
"Having trebled their number since 1997, we have pledged to expand their numbers to at least 1,500 by 2006, on the way to making specialist status available to all schools ready for it.",NA,"506",NA
"We will encourage more church and other faith-sponsored schools, where parents wish it.",NA,"603",NA
"We will establish more City Academies, and promote greater innovation in the supply of new schools with local consultation.",NA,"506",NA
"We will allow greater involvement in schools by outside organisations with a serious contribution to make to raising standards.",NA,"506",NA
"We will extend provision for gifted children as we nurture children’s special talents.",NA,"506",NA
"As part of our reform of the vital further education sector, we will encourage the development of free-standing sixth-form colleges.",NA,"506",NA
"Schools with sixth forms will be guaranteed their funding for pupils in real terms, provided numbers are maintained.",NA,"506",NA
"We are committed to expand Educational Maintenance Allowances so they cover 30 per cent of the country, and build upon them on the basis of the experience.",NA,"506",NA
"Pupils will be given greater opportunities through the promotion of partnerships between schools.",NA,"506",NA
"We will build on the partnerships established between the state and private sectors.",NA,"506",NA
"Better infrastructure.",NA,NA,NA
"We will invest nearly £8 billion in school buildings and equipment over the next three years, including the construction of 650 new or completely refurbished schools.",NA,"506",NA
"IT has enormous potential to raise standards, and it is vital that every child leaves school able to make use of the new technologies.",NA,"506",NA
"Today, nearly all schools are connected to the internet.",NA,"506",NA
"Labour is committed to spend £1.8 billion over six years on equipping our schools for the information age.",NA,"506",NA
"We will pioneer Curriculum Online to ensure materials are available to pupils in school and at home.",NA,"506",NA
"We are committed to continue to extend access to IT for pupils and teachers, including the possibility of a national leasing scheme to make top-quality hardware available at very low prices.",NA,"506",NA
"The right support.",NA,NA,NA
"Good schools also depend on parents and the local community.",NA,"506",NA
"We will continue to ensure that headteachers have the powers they need to tackle disruption and unacceptable behaviour in schools.",NA,"506",NA
"Local education authorities will focus on supporting school improvement, especially weak and failing schools, and delivering services that cannot be provided by individual schools.",NA,"506",NA
"We will ensure better training and support for school governors.",NA,"506",NA
"Schools should be used more effectively as assets for the whole community, including for childcare and community learning.",NA,"506",NA
"We will pilot ‘extended hours schools’ to develop this resource.",NA,"506",NA
"We will build on the success of more than 40 study centres based in leading football clubs by extending community involvement to other sports.",NA,"502",NA
"Over time we want to develop safe places for children to play outside school hours and every pupil to have access to a summer school programme.",NA,"502",NA
"An Academy for Talented Youth will be established in partnership with a leading university to pioneer summer and other dedicated provision for those with special talents.",NA,"706",NA
"We have significantly improved support and provision for children with special needs or disabilities.",NA,"705",NA
"They should have access to the best possible education, with appropriate support, whether mainstream or special schooling most suits their needs.",NA,"705",NA
"Schools in the toughest areas, and the teachers who work in them, need special support.",NA,"506",NA
"We will expand the Excellence in Cities programme for urban secondary schools, with extra help for the weakest schools, learning mentors and in-school units to help manage pupil behaviour.",NA,"506",NA
"Where LEAs cannot effectively support school improvement, alternative provision will be made.",NA,"506",NA
"For schools facing exceptional pressures, for example very high pupil turnover, we will provide additional support, including significant reductions in the size of teaching groups where appropriate.",NA,"506",NA
"Teachers.",NA,NA,NA
"Nothing in education is more important than having good teachers.",NA,"704",NA
"We have made teaching a far more attractive career, through better pay, better incentives to train including training salaries and loan write-offs, more recognition and improved support.",NA,"704",NA
"The General Teaching Council and National College for School Leadership are both now up and running.",NA,"506",NA
"We want teaching to be a career of choice for the best graduates and attractive to people making career changes.",NA,"704",NA
"We will continue to invest more in the profession and improve conditions for teachers.",NA,"704",NA
"High status, better salaries and proper professional support are all essential.",NA,"704",NA
"We are conducting a strategic review of teacher workload and the right balance between teaching and administration, central direction and local discretion.",NA,"704",NA
"We will build on its findings significantly to improve support for teachers in the classroom and in administrative tasks, so they can concentrate on their job.",NA,"704",NA
"We will:",NA,NA,NA
"• recruit 10,000 extra teachers and improve the adult:pupil ratio",NA,"704",NA
"• support teachers in the classroom by employing more adults to help them",NA,"704",NA
"• invest in rapid promotion and rewards for classroom excellence",NA,"704",NA
"• boost recruitment and retention packages for teachers, particularly in high-cost areas and schools facing exceptional challenges",NA,"704",NA
"• create new routes into teaching, including ‘train-to-teach’ courses accredited as part of undergraduate degrees and a stronger training mission for outstanding schools",NA,"506",NA
"• further improve in-service training opportunities for teachers",NA,"704",NA
"• develop school achievement awards that reward staff in 7,000 fast-improving schools a year",NA,"704",NA
"• subsidise new PCs for teachers so that they have direct access to the latest technology.",NA,"704",NA
"Higher education – a world leader.",NA,NA,NA
"Higher education brings on average 20 per cent higher earnings and a 50 per cent lower chance of unemployment.",NA,"000",NA
"It is time for an historic commitment to open higher education to half of all young people before they are 30, combined with increased investment to maintain academic standards.",NA,"506",NA
"In 1997 we inherited a system where the number of qualified people able to go to university was capped.",NA,"305",NA
"Today, the numbers are rising and universities have the funds to expand, with new two-year foundation degrees to offer students the option of a vocationally relevant, high-quality qualification as a way into skilled work or further study.",NA,"305",NA
"Over the next three years, we will continue to expand student numbers, taking us towards our 50 per cent target.",NA,"506",NA
"We will maintain university entry standards while intensifying efforts to extend the huge advantages that a university education confers to able young people from all backgrounds.",NA,"506",NA
"University summer schools, master classes and mentoring support will be offered to potential students from disadvantaged areas through a new Excellence Challenge programme, backed up by £190 million of funding.",NA,"506",NA
"We will not introduce ‘top-up’ fees and have legislated to prevent them.",NA,"506",NA
"Since 1997 we have increased university funding by more than a billion pounds a year over the Parliament – and invested considerably more in research.",NA,"305",NA
"Our new system of university finance ensures that 50 per cent of students pay no tuition fees at all, that no parents pay more than under the old system, and that students pay back loans progressively when they are earning.",NA,"506",NA
"We will ensure that the funding system continues to promote access and excellence.",NA,"506",NA
"We will strengthen research and teaching excellence.",NA,"411",NA
"It is vital that our world-leading universities are able to compete with the best internationally.",NA,"411",NA
"We will also support world-class research and the development of public-private partnerships.",NA,"411",NA
"We are determined to ensure that our universities have the freedom and incentives to meet our ambitions for them.",NA,"411",NA
"Reforms to the inspection system for teaching will slash red tape for higher performing departments.",NA,"506",NA
"Health – Quality Services from a growing NHS",NA,NA,NA
"For over 50 years the NHS has been part and parcel of what it means to be British.",NA,"000",NA
"If you fall ill, the NHS is there.",NA,"000",NA
"Its foundations – tax-based funding and care according to need – remain as valid today as ever.",NA,"000",NA
"The NHS employs one million dedicated people.",NA,"000",NA
"But it needs far-reaching reform to redesign its services around the needs of patients.",NA,"000",NA
"Labour’s ten-year NHS Plan is our strategy for ensuring fast, convenient, high-quality care in all parts of the country.",NA,"504",NA
"We will implement it through the next Parliament and, if elected, beyond.",NA,"504",NA
"Reform will be driven through primary care trusts (PCTs) as power and resources are decentralised to frontline staff.",NA,"301",NA
"In 1997, waiting lists were at record levels and rising, hospital building had ground to a halt, and the number of nurses working in the NHS had fallen.",NA,"000",NA
"Today, waiting lists are down by over 100,000 and waiting times are falling.",NA,"305",NA
