"text","text_en","cmp_code","eu_code"
"and decent jobs in Britain.",NA,"701",NA
"Labour will set out our priorities in an International Trade White Paper to lead a national debate on the future of Britain’s trade policy.",NA,"407",NA
"We will ensure proper transparency and parliamentary scrutiny of all future trade and investment deals.",NA,"202.1",NA
"The EU accounts for 44 per cent of our current exports and will continue to be a priority trading partner.",NA,"108",NA
"As our trading relationship with the EU changes it is vital that we retain unrestricted access for our goods and services.",NA,"407",NA
"Through our Just Trading initiative launched in 2016, Labour will work with global trading partners to develop 'best-in-class’ free trade and investment agreements that remove trade barriers and promote skilled jobs and high standards.",NA,"407",NA
"We will ensure all future trade deals safeguard the right to regulate in the public interest and to protect public services.",NA,"403",NA
"Labour is committed to the rules-based international trading system of the World Trade Organisation (WTO).",NA,"407",NA
"We will rejoin the Government Procurement Agreement,",NA,"407",NA
"whilst safeguarding the capacity for public bodies to make procurement decisions in keeping with public policy objectives.",NA,"403",NA
"Labour will build human rights and social justice into trade policy.",NA,"416.2",NA
"We will ensure that trade agreements cannot undermine human rights and labour standards,",NA,"416.2",NA
"and that UK Export Finance support is not available to companies engaged in bribery or corrupt practices.",NA,"416.2",NA
"We will work with other WTO members to end the dumping of state-subsidised goods on our markets.",NA,"406",NA
"The Conservatives consistently blocked EU efforts to respond to such dumping with the duties needed to defend the British steel industry.",NA,"406",NA
"Labour will develop the full range of trade remedies necessary to support key sectors affected by these unfair practices.",NA,"406",NA
"Labour will champion the export interests of SMEs, ensuring all new trade agreements include a commitment to support their market access needs.",NA,"402",NA
"We will develop an export incentive scheme for SMEs based on international best practice,",NA,"402",NA
"and we will ring-fence Tradeshow Access Programme grants to help SMEs reach new customers around the world.",NA,"402",NA
"Labour will use the full range of export credit, finance, insurance and trade promotion tools to boost British exports and support priority industrial sectors.",NA,"410",NA
"We will create a network of regional trade and investment champions to promote the export and investment interests of businesses across the country,",NA,"407",NA
"and we will include regional representation on overseas trade missions.",NA,"407",NA
"Labour is committed to growing the digital economy and ensuring that trade agreements do not impede cross-border data flows,",NA,"410",NA
"whilst maintaining strong data protection rules to protect personal privacy.",NA,"201.1",NA
"As part of our commitment to a low-carbon future, we will actively support international negotiations towards an Environmental Goods Agreement at the WTO.",NA,"501",NA
"Labour will use trade negotiations to boost market access for British environmental goods and services,",NA,"407",NA
"alongside support for investment into new green technologies and innovative low-carbon products.",NA,"411",NA
"Labour will develop capital investment schemes and other incentives to encourage investment into the UK, especially into target areas identified by the industrial strategy.",NA,"402",NA
"We will champion the UK as a safe investment environment.",NA,"410",NA
"Labour will review our historic investment treaties with other countries, ensuring they are fit for purpose for the 21st century.",NA,"410",NA
"Labour opposes parallel investor-state dispute systems for multinational corporations and we will open a dialogue with trading partners on alternative options that provide investor protection whilst guaranteeing equality before the law.",NA,"403",NA
"TOWARDS A NATIONAL EDUCATION SERVICE",NA,"H",NA
"Education is what empowers us all to realise our full potential.",NA,"506",NA
"When it fails, it isn’t just the individual that is held back, but all of us.",NA,"606.1",NA
"When we invest in people to develop their skills and capabilities, we all benefit from a stronger economy and society.",NA,"506",NA
"At a time when working lives and the skills our economy needs are changing rapidly, governments have the responsibility to make lifelong learning a reality by giving everyone the opportunity to access education throughout their lives.",NA,"506",NA
"To meet this responsibility, Labour will create a unified National Education Service (NES) for England to move towards cradle-to-grave learning that is free at the point of use.",NA,"506",NA
"The NES will be built on the principle that ‘Every Child – and Adult – Matters’ and will incorporate all forms of education, from early years through to adult education.",NA,"506",NA
"When the 1945 Labour government established the NHS, it created one of the central institutions of fairness of the 20th century.",NA,"503",NA
"The NES will do the same for the 21 st, giving people confidence and hope by making education a right, not a privilege,",NA,"503",NA
"and building bridges where the Conservatives build barriers.",NA,"503",NA
"EARLY YEARS",NA,"H",NA
"Currently, there is a gap between the end of maternity leave and the beginning of full-time schooling.",NA,"504",NA
"This gap can make it difficult for parents, particularly women, to return to work, unless they have access to informal childcare support.",NA,"504",NA
"There is also extensive evidence that early years education has a major impact on child development, and that time in a formal education setting for young children can improve performance at GCSE and beyond.",NA,"506",NA
"Labour would seek to roll out educational provision for early years children as part of a National Education Service that is truly cradle-to-grave.",NA,"506",NA
"Labour introduced free childcare hours for parents, which were fully funded and resourced.",NA,"504",NA
"Under the Conservatives, the free hours entitlement is chronically under-funded, with provision patchy and hard to navigate.",NA,"504",NA
"Many providers now simply refuse to participate in the scheme.",NA,"504",NA
"The result is that many parents aren’t even getting the hours they’re entitled to.",NA,"504",NA
"Labour would: · Overhaul the existing childcare system in which subsidies are given directly to parents who often struggle to use them, and transition to a system of high-quality childcare places in mixed environments with direct government subsidy.",NA,"504",NA
"Maintain current commitments on free hours and make significant capital investment during our first two years of government, to ensure that the places exist to meet demand.",NA,"504",NA
"Phase in subsidised provision on top of free-hour entitlements, to ensure that everyone has access to affordable childcare, no matter their working pattern.",NA,"504",NA
"Transition to a qualified, graduate-led workforce, by increasing staff wages and enhancing training opportunities.",NA,"504",NA
"This will benefit staff, who are among our worst-paid workers,",NA,"701",NA
"and improve child development.",NA,"506",NA
"Extend the 30 free hours to all twoyear-olds, and move towards making some childcare available for oneyear-olds",NA,"504",NA
"and extending maternity pay to 12 months.",NA,"504",NA
"Sure Start, and the support it gives to vulnerable and hard-to-reach parents, was one of the great achievements of the previous Labour government, but under the Conservatives 1,200 Sure Start centres have been lost.",NA,"504",NA
"Labour will halt the closures and increase the amount of money available for Sure Start.",NA,"504",NA
"SCHOOLS",NA,"H",NA
"Conservative cuts are starving schools of the funding they need to deliver a first class education.",NA,"506",NA
"Crippling underfunding is driving up class sizes and forcing schools to cut corners.",NA,"506",NA
"A narrow curriculum and a culture of assessment is driving away teachers, creating a recruitment and retention crisis.",NA,"506",NA
"Labour will not waste money on inefficient free schools and the Conservatives’ grammar schools vanity project.",NA,"506",NA
"Labour does not want a return to secondary moderns.",NA,"506",NA
"We will also oppose any attempt to force schools to become academies.",NA,"506",NA
"Labour’s schools policy will be built on the following four foundations: ·Investment – we will make sure schools are properly resourced by reversing the Conservatives’ cuts and ensuring that all schools have the resources they need.",NA,"506",NA
"We will introduce a fairer funding formula that leaves no school worse off, while redressing the historical underfunding of certain schools.",NA,"506",NA
"Labour will also invest in new school buildings, including the phased removal of asbestos from existing schools.",NA,"506",NA
"Quality – we will drive up standards across the board, learning from examples of best practice, such as Labour’s London Challenge, to encourage co-operation and strong leadership across schools.",NA,"506",NA
"We and trust in teachers and support staff professionalism to refocus their workload on what happens in the classroom.",NA,"506",NA
"Accountability – Labour will ensure that all schools are democratically accountable,",NA,"202.1",NA
"including appropriate controls to see that they serve the public interest and their local communities.",NA,"606.1",NA
"We will require joined-up admissions policies across local schools to enable councils to fulfil their responsibilities on child places,",NA,"506",NA
"to simplify the admissions process for parents",NA,"506",NA
"and to ensure that no child slips through the net.",NA,"506",NA
"Inclusion – Every child is unique, and a Labour-led education system will enable each to find their learning path through a wide choice of courses and qualifications.",NA,"506",NA
"We will invest in measures to close the attainment gap between children from different backgrounds.",NA,"503",NA
"To give all children the best start in life, we will reduce class sizes to less than 30 for all five-, six-, and seven-year-olds, and seek to extend that as resources allow.",NA,"506",NA
"To aid attainment, we will introduce free school meals for all primary school children, paid for by removing the VAT exemption on private school fees.",NA,"504",NA
"We will abandon plans to reintroduce baseline assessments and launch a commission to look into curriculum and assessment, starting by reviewing Key Stage 1 and 2 SATs.",NA,"506",NA
"The world’s most successful education systems use more continuous assessment, which avoids ‘teaching for the test’.",NA,"506",NA
"We will tackle the teacher recruitment and retention crisis by ending the public-sector pay cap,",NA,"506",NA
"giving teachers more direct involvement in the curriculum,",NA,"506",NA
"and tackling rising workloads by reducing monitoring and bureaucracy.",NA,"506",NA
"We will also consult on introducing teacher sabbaticals and placements with industry to encourage interaction between education and industry and introduce broad experiences into the classroom.",NA,"506",NA
"We will reintroduce the Schools Support Staff Negotiating Body and national pay settlements for teachers.",NA,"506",NA
"We will put £150 million back into supporting our children in schools by scrapping the Conservatives’ nonsensical plans for schools to pay the apprenticeship levy.",NA,"506",NA
"We will extend schools-based counselling to all schools to improve children’s mental health, at a cost of £90 million per year.",NA,"504",NA
"And we will deliver a strategy for children with special educational needs and disabilities (SEND) based on inclusivity,",NA,"506",NA
"and embed SEND more substantially into training for teachers and non-teaching staff, so that staff, children and their parents are properly supported.",NA,"506",NA
"SKILLS",NA,"H",NA
"At a time when technology is changing demand for different kinds of skills, and evolving patterns of work mean that people are more likely to pursue several careers during their working lives, it is crucial that our education system enables people to upskill and retrain over their lifetimes.",NA,"411",NA
"As part of our dynamic industrial strategy, lifelong training will deliver productivity and growth to the whole economy while transforming the lives of individuals and communities.",NA,"411",NA
"To ensure that we deliver for every part of the UK, we will devolve responsibility for skills, wherever there is an appetite, to city regions or devolved administrations.",NA,"301",NA
"Further and Adult Education",NA,"H",NA
"Despite claiming to be committed to delivering high-quality training, the Conservatives have ruthlessly cut funding for FE colleges – our main provider of adult and vocational education – and reduced entitlements for adult learners.",NA,"411",NA
"This has led to diminishing numbers of courses and students, and plunged the sector into crisis.",NA,"411",NA
"Labour would introduce free, lifelong education in Further Education (FE) colleges, enabling everyone to upskill or retrain at any point in life.",NA,"411",NA
"Our skills and training sector has been held back by repeated reorganisation, which deprives providers, learners and employers of the consistency they need to assess quality.",NA,"411",NA
"Labour would abandon Conservative plans to once again reinvent the wheel by building new technical colleges, redirecting the money to increase teacher numbers in the FE sector.",NA,"411",NA
"We share the broad aims of the Sainsbury Review but would ensure vocational routes incorporate the service sector as well as traditional manufacturing, working in tandem with our broad industrial strategy to deliver for the whole economy.",NA,"411",NA
"We will improve careers advice and open up a range of routes through, and back into, education, striking a balance between classroom and on-the job training, to ensure students gain both technical and soft skills.",NA,"411",NA
"To implement the Sainsbury recommendations, we would correct historic neglect of the FE sector by giving the sector the investment – in teachers and facilities – it deserves to become a world-leading provider of adult and vocational education.",NA,"411",NA
"More specifically, we would: ·Bring funding for 16 to18-year-olds in line with Key Stage 4 baselines, while ensuring that the budget is distributed fairly between colleges and school sixth forms",NA,"411",NA
"Restore the Education Maintenance Allowance for 16 to 18-year-olds from lower and middle income backgrounds",NA,"411",NA
"Replace Advanced Learner Loans and upfront course fees with direct funding, making FE courses free at the point of use, including English for Speakers of Other Languages (ESOL) courses.",NA,"411",NA
"Drive up quality and consistency in the FE sector by:",NA,"411",NA
"Encouraging co-operation and leadership across colleges and sixth forms, improving curriculum breadth and quality",NA,"411",NA
"Setting a target, backed up by funding, for all FE teaching staff to have a teaching qualification within five years.",NA,"411",NA
"In recognition of the role played by private-sector providers, we would extend support for training to teachers in the private sector",NA,"411",NA
"Increase capital investment to equip colleges to deliver T-levels and an official pre-apprenticeship trainee programme.",NA,"411",NA
"Apprenticeships",NA,"H",NA
"Employer-led training is the most effective way of meeting our growing skills gap.",NA,"411",NA
"Labour supports the apprenticeship levy, but will take steps to ensure that every apprenticeship is of a high quality.",NA,"411",NA
"Labour will: · Maintain the apprenticeship levy while taking measures to ensure high quality by requiring the Institute for Apprenticeships and Technical Education to report on an annual basis to the Secretary of State on quality outcomes of completed apprenticeships to ensure they deliver skilled workers for employers and real jobs for apprentices at the end of their training.",NA,"411",NA
"And we will work with the devolved administrations to improve the operation of the levy",NA,"301",NA
"Set a target to double the number of completed apprenticeships at NVQ level 3 by 2022",NA,"411",NA
"Give employers more flexibility in how the levy is deployed, including allowing the levy to be used for pre-apprenticeship programmes",NA,"411",NA
"Guarantee trade union representation in the governance structures of the Institute of Apprenticeships",NA,"701",NA
"Protect the £440 million funding for apprenticeships for small-and medium-sized employers who don’t pay the levy",NA,"402",NA
"Set targets to increase apprenticeships for people with disabilities, care leavers and veterans,",NA,"705",NA
"and ensure broad representation of women, BAME, LGBT and people with disabilities in all kinds of apprenticeships",NA,"503",NA
"Consult on introducing incentives for large employers to over-train numbers of apprentices to fill skills gaps in the supply chain and the wider sector",NA,"411",NA
"Reverse cuts to Unionlearn",NA,"701",NA
"Set up a commission on Lifelong Learning tasked with integrating further and higher education.",NA,"411",NA
"HIGHER EDUCATION",NA,"H",NA
"Labour believes education should be free, and we will restore this principle.",NA,"506",NA
"No one should be put off educating themselves for lack of money or through fear of debt.",NA,"503",NA
"There is a real fear that students are being priced out of university education.",NA,"503",NA
"Last year saw the steepest fall in university applications for 30 years.",NA,"506",NA
"Since the Conservatives came to power, university tuition fees have been trebled to over £9,000 a year,",NA,"506",NA
"and maintenance grants have been abolished and replaced with loans.",NA,"504",NA
"The average student now graduates from university, and starts their working life, with debts of £44,000.",NA,"706",NA
"Labour will reintroduce maintenance grants for university students,",NA,"504",NA
"and we will abolish university tuition fees.",NA,"506",NA
"University tuition is free in many northern European countries, and under a Labour government it will be free here too.",NA,"506",NA
"A FAIR DEAL AT WORK",NA,"H",NA
"Work should provide people with security and fulfilment.",NA,"701",NA
"But for too many people work is insecure and does not make ends meet.",NA,"701",NA
"The Conservatives boast about the recovery of employment, but our labour market is failing.",NA,"701",NA
"Real-terms pay is still lower than before the crash,",NA,"701",NA
"and jobs are increasingly low skilled and insecure.",NA,"701",NA
"A Labour government will invest in enforcement through a new Ministry of Labour,",NA,"701",NA
"and empower workers and their trade unions – because we are stronger when we stand together.",NA,"701",NA
"So we will review the rules on union recognition so that more workers have the security of a union.",NA,"701",NA
"At the same time as strengthening workers’ rights, we will make work more fulfilling by using public investment to upgrade our economy and create high-quality jobs.",NA,"701",NA
"While the Conservatives stand back and allow insecure work to spread, Labour will act to guarantee good jobs and businesses.",NA,"701",NA
"RIGHTS AT WORK",NA,"H",NA
"The next Labour government will bring in a 20-point plan for security and equality at work:",NA,"701",NA
"Give all workers equal rights from day one, whether part-time or full-time, temporary or permanent – so that working conditions are not driven down.",NA,"701",NA
"Ban zero hours contracts – so that every worker gets a guaranteed number of hours each week.",NA,"701",NA
"Legislate to ensure that any employer wishing to recruit labour from abroad does not undercut workers at home – because it causes divisions when one workforce is used against another.",NA,"701",NA
"Repeal the Trade Union Act and roll out sectoral collective bargaining – because the most effective way to maintain good rights at work is collectively through a union.",NA,"701",NA
"Guarantee trade unions a right to access workplaces – so that unions can speak to members and potential members.",NA,"701",NA
"Propose four new public holidays – bringing our country together to mark our four national patron saints’ days.",NA,"701",NA
"These will be additional to statutory holiday entitlement so that workers in Britain get the same proper breaks as in other countries.",NA,"701",NA
"Raise the Minimum Wage to the level of the Living Wage (expected to be at least £10 per hour by 2020) – for all workers aged 18 or over, so that work pays.",NA,"412",NA
"End the Public Sector Pay Cap – because public sector workers deserve a pay rise after years of falling wages.",NA,"504",NA
"Amend the takeover code to ensure every takeover proposal has a clear plan in place to protect workers and pensioners – because workers shouldn’t suffer when a company is sold.",NA,"403",NA
"Roll out maximum pay ratios of 20:1 in the public sector and in companies bidding for public contracts – because it cannot be right that wages at the top keep rising while everyone else’s stagnates.",NA,"503",NA
"Ban unpaid internships – because it’s not fair for some to get a leg up when others can’t afford to.",NA,"503",NA
"Enforce all workers’ rights to trade union representation at work – so that all workers can be supported when negotiating with their employer.",NA,"701",NA
"Abolish employment tribunal fees – so that people have access to justice.",NA,"701",NA
"Double paid paternity leave to four weeks and increase paternity pay – because fathers are parents too and deserve to spend more time with their new babies.",NA,"504",NA
"Strengthen protections for women against unfair redundancy – because no one should be penalised for having children.",NA,"503",NA
"Hold a public inquiry into blacklisting – to ensure that blacklisting truly becomes and remains a thing of the past.",NA,"701",NA
"Give equalities reps statutory rights – so they have time to protect workers from discrimination.",NA,"503",NA
"Reinstate protection against third party harassment – because everyone deserves to be safe at work.",NA,"701",NA
"Use public spending power to drive up standards, including only awarding public contracts to companies which recognise trade unions.",NA,"701",NA
"Introduce a civil enforcement system to ensure compliance with gender pay auditing – so that all workers have fair access to employment and promotion opportunities and are treated fairly at work.",NA,"503",NA
"A Labour government will ensure Britain abides by the global Labour standards of the ILO conventions.",NA,"701",NA
"All workers should be able to work in a safe environment and return to their families at the end of the day.",NA,"701",NA
"Labour will enforce regulations that save lives.",NA,"701",NA
"As well as legislating against zero hours contracts, there are many more workers on short hours contracts (some only guaranteed a few hours per week), but who regularly work far more.",NA,"701",NA
"We will strengthen the law so that those who work regular hours for more than 12 weeks will have a right to a regular contract, reflecting those hours.",NA,"701",NA
"We will also scrap the changes brought in by the Conservatives in 2014 to TUPE, which weakened the protections for workers transferring between contractors,",NA,"701",NA
"and we will abolish the loophole to the agency workers regulations known as the Swedish derogation.",NA,"701",NA
"We will consult with employers and trade unions on legislating for statutory bereavement leave, for time off work after the loss of close family members.",NA,"701",NA
"We will also consult on toughening the law against assaulting workers who have to enforce laws such as age-related sales or ticketing arrangements, and who face regular abuse.",NA,"605.1",NA
"Labour will maintain the ACAS Early Conciliation System to try to solve workplace issues efficiently,",NA,"701",NA
"and we will protect the current compromise on Sunday trading hours.",NA,"701",NA
"Labour will also legislate to permit secure online and workplace balloting for industrial action votes and^internal union elections.",NA,"701",NA
"Workers in Britain are among the easiest and cheapest to make redundant, meaning when multinational companies are taking decisions to downsize that British workers are at a disadvantage.",NA,"701",NA
"We will consult with trade unions and industry on reviewing redundancy arrangements to bring workers in Britain more into line with their European counterparts.",NA,"701",NA
"Stagnating incomes have forced many to take on more debt.",NA,"701",NA
"Labour will introduce a version of Scotland’s Debt Arrangement Scheme to give breathing space to households struggling with high debts.",NA,"701",NA
"SELF-EMPLOYED WORKERS",NA,"H",NA
"Self-employment can bring many benefits, freedoms and flexibilities to people – and is a vital and often entrepreneurial sector of our economy.",NA,"402",NA
"But there is also mounting evidence that workers are being forced into self-employment by unscrupulous employers to avoid costs and their duties to workers.",NA,"701",NA
"Labour will clamp down on bogus self-employment by: · Shifting the burden of proof, so that the law assumes a worker is an employee unless the employer can prove otherwise.",NA,"701",NA
"Imposing punitive fines on employers not meeting their responsibilities, helping to deter others from doing the same.",NA,"701",NA
"Involving trade unions in enforcement, e.g. by giving them a seat on the executive board of the new Ministry of Labour.",NA,"701",NA
"Giving the Ministry of Labour the resources to enforce all workers’ rights.",NA,"701",NA
"Banning payroll companies, sometimes known as umbrella companies, which create a false structure to limit employers’ tax liabilities and limit workers’ rights.",NA,"701",NA
"Giving employment agencies and end-users joint responsibility for ensuring that the rights of agency workers are enforced.",NA,"701",NA
"Rolling out sectoral collective bargaining and strengthening trade union rights, because empowering people to claim their own rights in the workplace is the most effective means of enforcement.",NA,"701",NA
"We would also extend the rights of employees to all workers, including shared parental pay, making a substantial and immediate difference to the quality of life of people in insecure work.",NA,"701",NA
"But there are real concerns that rapid changes to the world of work are rendering existing employment categories outdated.",NA,"701",NA
"Labour recognises that the law often struggles to keep up with the ever-changing new forms of employment and work, so we will set up a dedicated commission to modernise the law around employment status.",NA,"701",NA
"New statutory definitions of employment status would reduce the need for litigation and improve compliance.",NA,"701",NA
"The commission will be led by legal and academic experts with representation from industry and trade unions.",NA,"701",NA
"SOCIAL SECURITY",NA,"H",NA
"After seven years of rising poverty and inequality, Labour will rebuild and transform our social security system.",NA,"504",NA
"Like the NHS, our social security system is there for all of us in our time of need, providing security and dignity in retirement and the basics in life should we become sick or disabled, or fall on hard times.",NA,"504",NA
"DIGNITY FOR PENSIONERS",NA,"H",NA
"Labour will always be on the side of pensioners and help ensure security and dignity for older people in retirement.",NA,"504",NA
"As the Conservatives abandon their commitments to older people, Labour will guarantee the state pension ‘triple lock’ throughout the next Parliament.",NA,"504",NA
"It will rise by at least 2.5 per cent a year or be increased to keep pace with inflation or earnings, whichever is higher.",NA,"504",NA
"The Winter Fuel Allowance and free bus passes will also be guaranteed as universal benefits.",NA,"504",NA
"We will protect the pensions of UK citizens living overseas in the EU or further afield.",NA,"504",NA
"Over 2.5 million women born in the 1950s have had their state pension age changed without fair notification.",NA,"504",NA
"These women deserve both recognition for the injustice they have suffered and some kind of compensation for their losses.",NA,"504",NA
"Alongside our commitment to extend Pension Credit to hundreds of thousands of the most vulnerable women, Labour is exploring options for further transitional protections, to ensure that all these women have security and dignity in older age.",NA,"504",NA
"This must never happen again.",NA,"504",NA
"Labour will legislate so that accrued rights to the basic state pension cannot be changed, but future benefits can.",NA,"504",NA
"The pension age is due to rise to 66 by the end of 2020.",NA,"504",NA
"Labour rejects the Conservatives’ proposal to increase the state pension age even further.",NA,"504",NA
"We will commission a new review of the pension age, specifically tasked with developing a flexible retirement policy to reflect both the contributions made by people, the wide variations in life expectancy, and the arduous conditions of some work.",NA,"504",NA
"We’ll restore confidence in the workplace pension system and put people rather than profit at its centre.",NA,"504",NA
"Labour will end rip-off hidden fees and charges,",NA,"403",NA
"and enable the development of large efficient pensions funds, which will mean more cash for scheme members",NA,"504",NA
"and lower costs for employers.",NA,"402",NA
"A Labour government will commit to an immediate review of the mineworkers’ pension scheme and British Coal superannuation scheme surplus, sharing arrangements between government and scheme beneficiaries.",NA,"504",NA
"DIGNITY FOR THOSE WHO CAN NOT WORK",NA,"H",NA
"Poverty in Britain is rising due to the Conservatives’ attempts to balance the books on the backs of the poorest.",NA,"504",NA
"They have slashed social security over the last seven years, leaving more people in poverty, subject to a punitive sanctions regime, and reliant on food banks.",NA,"504",NA
"Labour will act immediately to end the worst excesses of the Conservative government’s changes.",NA,"504",NA
"We will: · Scrap the punitive sanctions regime",NA,"504",NA
"Scrap the Bedroom Tax",NA,"504",NA
"Reinstate Housing Benefit for under-21s",NA,"504",NA
"Scrap cuts to Bereavement Support Payment.",NA,"504",NA
"The cuts to work allowances in Universal Credit (UC), and the decision to limit tax credit and UC payments to the first two children in a family, are an attack on low-income families and will increase child poverty.",NA,"504",NA
"Labour will reform and redesign UC, ending six-week delays in payment and the ‘rape clause’.",NA,"504",NA
"With nearly four million children currently living in poverty, the majority in working families, we will commit to tackle child poverty with a new Child Poverty Strategy.",NA,"504",NA
"The Tories have completely failed on their promise of making work pay",NA,"504",NA
"and on tackling the barriers to work faced by people with disabilities.",NA,"503",NA
"Labour supports a social model of disability.",NA,"503",NA
"People may have a condition or an impairment but they are disabled by society.",NA,"503",NA
"We need to remove the barriers in society that restrict opportunities and choices for people with disabilities.",NA,"503",NA
"We will build on the previous Labour government’s commitment to people with disabilities in 2009 as signatories to the UN Convention on the Rights of Persons with Disabilities, and incorporate it into UK law.",NA,"705",NA
"Labour will repeal the following cuts in social security support to people with disabilities through a new Social Security Bill published in ourfirstyear in office.",NA,"504",NA
"We will: · Increase Employment and Support Allowance (ESA) by £30 per week for those in the work-related activity group,",NA,"504",NA
"and repeal cuts in the UC limited capacity for work element.",NA,"504",NA
"Increase Carer’s Allowance by £11 to the level of Jobseekers’ Allowance.",NA,"504",NA
"Implement the court decision on Personal Independence Payment (PIP) so that there is real parity of esteem between those with physical and mental-health conditions.",NA,"504",NA
"Scrap the Work Capability and Personal Independence Payment assessments and replace them with a personalised, holistic assessment process that provides each individual with a tailored plan, building on their strengths and addressing barriers.",NA,"504",NA
"Labour will end the privatisation of assessments.",NA,"504",NA
"End the pointless stress of reassessments for people with severe long-term conditions.",NA,"504",NA
"Commission a report into expanding the Access to Work programme.",NA,"504",NA
"We will change the culture of the social security system, from one that demonises people not in work to one that is supportive and enabling.",NA,"504",NA
"As well as scrapping the Conservatives’ punitive sanctions regime, we will change how job centre Plus staff are performance-managed.",NA,"504",NA
"Labour will strengthen access to justice for people with disabilities by enhancing the 2010 Equality Act, enabling discrimination at work to be challenged.",NA,"503",NA
"We will ensure that under the Istanbul Convention, disability hate crime and violence against women with disabilities is reported annually, with national actions plans to address these issues.",NA,"605.1",NA
"SECURE HOMES FOR ALL",NA,"H",NA
"Home is at the heart of all of our lives.",NA,"603",NA
"It’s the foundation on which we raise our families, the bedrock for our dreams and aspirations.",NA,"603",NA
"But for too many people, the housing pressures they face are getting worse not better.",NA,"504",NA
"Britain has a housing crisis – a crisis of supply and a crisis of affordability.",NA,"504",NA
"After seven years of failure, the Conservatives have no plan to fix the housing crisis.",NA,"504",NA
"Since 2010, housebuilding has fallen to its lowest level since the 1920s,",NA,"408",NA
"rough sleeping has risen every year,",NA,"504",NA
"rents have risen faster than incomes,",NA,"701",NA
"there are almost 200,000 fewer home-owners,",NA,"408",NA
"and new affordable housebuilding is at a 24-year low.",NA,"504",NA
"It doesn’t have to be like this.",NA,"504",NA
"Labour will invest to build over a million new homes.",NA,"504",NA
"By the end of the next Parliament we will be building at least 100,000 council and housing association homes a year for genuinely affordable rent or sale.",NA,"504",NA
"Labour will establish a new Department for Housing to focus on tackling the crisis and to ensure housing is about homes for the many, not investment opportunities for the few.",NA,"503",NA
"Labour’s new housing ministry will be tasked with improving the number, standards and affordability of homes.",NA,"504",NA
"We will overhaul the Homes and Communities Agency to be Labour’s housing delivery body,",NA,"504",NA
"and give councils new powers to build the homes local communities need.",NA,"301",NA
"We will prioritise brownfield sites and protect the green belt.",NA,"501",NA
"We will start work on a new generation of New Towns to build the homes we need and avoid urban sprawl.",NA,"504",NA
"We will make the building of new homes, including council homes, a priority through our National Transformation Fund,",NA,"504",NA
"as part of a joined-up industrial and skills strategy that ensures a vibrant construction sector with a skilled workforce and rights at work.",NA,"411",NA
"Labour will not only build more, we will build better.",NA,"504",NA
"We will insulate more homes to help people manage the cost of energy bills,",NA,"504",NA
"to reduce preventable winter deaths,",NA,"504",NA
"and to meet our climate change targets.",NA,"501",NA
"We will consult on new rules on minimum space standards to prevent 'rabbit hutch’ properties",NA,"403",NA
"and on new modern standards for building'zero carbon homes’.",NA,"501",NA
"We will ensure that local plans address the need for older people’s housing, ensuring that choice and downsizing options are readily available.",NA,"706",NA
"We will keep the Land Registry in public hands, where it belongs,",NA,"413",NA
"and make ownership of land more transparent.",NA,"201.1",NA
"HOME OWNERSHIP",NA,"H",NA
"The number of home-owning households has fallen by 900,000 for the under-45s since 2010.",NA,"408",NA
"Labour will back first-time buyers to buy that special first home.",NA,"504",NA
"The number of affordable homes to buy has plummeted by two-thirds under the Conservatives, so we will build thousands more low-cost homes reserved for first-time buyers.",NA,"504",NA
"We will guarantee Help to Buy funding until 2027 to give long-term certainty to both first-time buyers",NA,"403",NA
"and the housebuilding industry.",NA,"402",NA
"We will also give local people buying their first home'first dibs’ on new homes built in their area to give them confidence that new homes will be available to them and their families.",NA,"503",NA
"After seven years of failure under the Conservatives, Labour will build the new homes first-time buyers need -",NA,"504",NA
"just as Labour councils have been doing right across the country, building an average of nearly 1,000 more new homes than Conservative councils.",NA,"411",NA
"We will back those who own their homes, including home-owners who own their home as leaseholders and who are currently unprotected from rises in'ground rent’ from developers or management companies.",NA,"403",NA
"A Labour government will give leaseholders securityfrom rip-offground rents and end the routine use of leasehold houses in new developments.",NA,"403",NA
"We will reverse the cruel decision to abolish housing benefit for 18 to 21- year-olds, which risks putting even more vulnerable young people on our streets.",NA,"504",NA
"PRIVATE RENTERS",NA,"H",NA
"We will end insecurity for private renters by introducing controls on rent rises, more secure tenancies, landlord licensing and new consumer rights for renters.",NA,"403",NA
"Soaring rents are a real problem - leading to more families living in temporary accommodation, more people sleeping rough, and many not having enough money to save up for a deposit or for a rainy day.",NA,"504",NA
"Labour will make new three-year tenancies the norm, with an inflation cap on rent rises.",NA,"403",NA
"Given the particular pressures in London we will look at giving the Mayor the power to give renters in London additional security.",NA,"301",NA
"We will legislate to ban letting agency fees for tenants.",NA,"403",NA
"We will also empower tenants to call time on bad landlords by giving renters new consumer rights.",NA,"403",NA
"Renters are spending £9.6 billion a year on homes that the government classes as'non-decent’.",NA,"403",NA
"Around a quarter of this is paid by housing benefit.",NA,"403",NA
"A Labour government would introduce new legal minimum standards to ensure properties are'fit for human habitation’ and empower tenants to take action if their rented homes are sub-standard.",NA,"403",NA
"COUNCIL AND SOCIAL TENANTS",NA,"H",NA
"Under the Conservatives, affordable housebuilding has fallen to a 24-year low.",NA,"504",NA
"Labour will build the genuinely affordable honres to rent and buy that the country needs.",NA,"504",NA
